500	0.000659
1000	0.001231
1500	0.002404
2000	0.003846
2500	0.003267
3000	0.004505
3500	0.004931
4000	0.005538
4500	0.006608
5000	0.007738
5500	0.008357
6000	0.010817
6500	0.00979
7000	0.012665
7500	0.011426
8000	0.013306
8500	0.013704
9000	0.014062
9500	0.015442
10000	0.015766
10500	0.017256
11000	0.018057
11500	0.019287
12000	0.019693
12500	0.020686
13000	0.022353
13500	0.022557
14000	0.023597
14500	0.024381
15000	0.025564
15500	0.026265
16000	0.027361
16500	0.028721
17000	0.028805
17500	0.030316
18000	0.031193
18500	0.032477
19000	0.035059
19500	0.033276
20000	0.03577
20500	0.037298
21000	0.041273
21500	0.037418
22000	0.038419
22500	0.039599
23000	0.040658
23500	0.04217
24000	0.042239
24500	0.04672
25000	0.044267
