500	0.007577
500	0.000415
500	0.000577
500	0
1000	0.029198
1000	0.000996
1000	0.00129
1000	0
1500	0.066983
1500	0.00167
1500	0.002017
1500	0
2000	0.114726
2000	0.002414
2000	0.003123
2000	0
2500	0.188138
2500	0.003008
2500	0.003331
2500	0
3000	0.268069
3000	0.004738
3000	0.004711
3000	0
3500	0.352564
3500	0.006417
3500	0.006644
3500	0
4000	0.47256
4000	0.006454
4000	0.006808
4000	0
4500	0.600109
4500	0.006185
4500	0.006559
4500	0
5000	0.695552
5000	0.007722
5000	0.007449
5000	0
5500	0.88609
5500	0.007756
5500	0.009195
5500	0
6000	1.02259
6000	0.010839
6000	0.008984
6000	0
6500	1.25066
6500	0.009962
6500	0.009844
6500	0
7000	1.44574
7000	0.010322
7000	0.013864
7000	0
7500	1.71216
7500	0.011284
7500	0.012361
7500	0
8000	1.94453
8000	0.012147
8000	0.012399
8000	0
8500	2.19733
8500	0.014793
8500	0.014823
8500	0
9000	2.35607
9000	0.014612
9000	0.015562
9000	0
9500	2.51852
9500	0.015595
9500	0.016461
9500	0
10000	2.90806
10000	0.018449
10000	0.01576
10000	0
10500	3.17705
10500	0.018543
10500	0.016653
10500	0
11000	3.59135
11000	0.018038
11000	0.018546
11000	0
11500	3.83083
11500	0.019368
11500	0.020189
11500	0
12000	4.04383
12000	0.020399
12000	0.02153
12000	0
12500	4.44474
12500	0.021987
12500	0.021925
12500	0
13000	4.99847
13000	0.021474
13000	0.022847
13000	0
13500	5.6801
13500	0.024644
13500	0.025979
13500	0
14000	5.79728
14000	0.024978
14000	0.025066
14000	0
14500	6.3574
14500	0.026243
14500	0.028169
14500	0
15000	6.48136
15000	0.02734
15000	0.026716
15000	0
15500	7.21981
15500	0.027477
15500	0.028061
15500	0
16000	7.72276
16000	0.029644
16000	0.028263
16000	0
16500	8.05836
16500	0.034179
16500	0.029059
16500	0
17000	8.36925
17000	0.032477
17000	0.032261
17000	0
17500	9.12321
17500	0.03167
17500	0.02972
17500	0
18000	9.57736
18000	0.033433
18000	0.030893
18000	0
18500	10.538
18500	0.037094
18500	0.033139
18500	0
19000	10.7626
19000	0.034479
19000	0.03275
19000	0
19500	10.5741
19500	0.036931
19500	0.033988
19500	0
20000	11.2354
20000	0.035998
20000	0.037782
20000	0
20500	12.675
20500	0.053572
20500	0.03659
20500	0
21000	12.5817
21000	0.042371
21000	0.0381
21000	0
21500	14.0318
21500	0.040037
21500	0.04103
21500	0
22000	14.124
22000	0.038925
22000	0.04096
22000	0
22500	14.5304
22500	0.040329
22500	0.0416
22500	0
23000	15.5097
23000	0.042037
23000	0.041551
23000	0
23500	16.0586
23500	0.04413
23500	0.042988
23500	0
24000	16.6102
24000	0.046217
24000	0.044375
24000	0
24500	18.0287
24500	0.045772
24500	0.050316
24500	0
25000	18.2173
25000	0.048778
25000	0.043548
25000	0
